761,IronsDu/brynet,204,C++
762,armink/SFUD,204,C
763,variar/klogg,204,C++
764,gongminmin/KlayGE,203,C++
765,milkytracker/MilkyTracker,203,C++
766,OpenShot/libopenshot,202,C++
767,oktal/pistache,202,C++
768,casadi/casadi,202,C++
769,cksystemsteaching/selfie,201,C
770,wysaid/android-gpuimage-plus,201,C++
771,ohler55/oj,201,C
772,martinrotter/rssguard,201,C++
773,apple/llvm-project,201,C++
774,logcabin/logcabin,201,C++
775,otland/forgottenserver,201,C++
776,serge-rgb/milton,201,C++
777,commaai/panda,200,C
778,doonny/PipeCNN,200,C
779,enzo1982/freac,200,C++
780,google/gemmlowp,199,C++
781,OpenFOAM/OpenFOAM-dev,199,C++
782,zynaddsubfx/zynaddsubfx,198,C++
783,igraph/igraph,198,C
784,clab/dynet,198,C++
785,OtterBrowser/otter-browser,198,C++
786,nRF24/RF24,198,C++
787,djcb/mu,198,C
788,pschlan/cron-job.org,198,C++
789,SuperTux/supertux,198,C++
790,RoaringBitmap/CRoaring,198,C
791,sharebrained/portapack-hackrf,197,C
792,npruehs/ue4-rts,197,C++
793,oscarlab/graphene,197,C
794,tihmstar/futurerestore,197,C++
795,Ultimaker/CuraEngine,195,C++
796,shundhammer/qdirstat,195,C++
797,Bareflank/hypervisor,195,C++
798,lfos/calcurse,195,C
799,eliasdaler/imgui-sfml,195,C++
800,cartographer-project/cartographer_ros,194,C++
801,rogersce/cnpy,194,C++
802,504ensicsLabs/LiME,194,C
803,zeux/volk,194,C
804,MikeMirzayanov/testlib,193,C++
805,john-chapman/im3d,193,C++
806,susam/uncap,193,C
807,greatscottgadgets/ubertooth,193,C
808,mherb/kalman,193,C++
809,eclipse/paho.mqtt.embedded-c,193,C
810,Steveice10/FBI,192,C
811,ToruNiina/toml11,192,C++
812,alibaba/AndFix,191,C++
813,aderusha/HASwitchPlate,191,C++
814,mabeijianxi/small-video-record,191,C
815,scottcgi/Mojoc,191,C
816,jgaeddert/liquid-dsp,190,C
817,sddm/sddm,190,C++
818,dbartolini/crown,190,C
819,Nadrin/PBR,190,C++
820,yuanming-hu/taichi,190,C++
821,electron/rcedit,189,C++
822,STMicroelectronics/STMems_Standard_C_drivers,189,C
823,hfiref0x/VBoxHardenedLoader,189,C
824,pelya/android-keyboard-gadget,189,C
825,rdp/ffmpeg-windows-build-helpers,189,C++
826,calamares/calamares,188,C++
827,phpv8/v8js,188,C++
828,jpsim/Yams,188,C
829,mkazhdan/PoissonRecon,187,C++
830,getdnsapi/stubby,187,C
831,dropbox/json11,187,C++
832,damonkohler/sl4a,186,C
833,peterbraden/node-opencv,186,C++
834,buserror/simavr,186,C
835,belangeo/pyo,186,C
836,ztane/python-Levenshtein,185,C
837,yvt/openspades,185,C++
838,shekyan/slowhttptest,184,C++
839,googleprojectzero/ktrw,184,C
840,antirez/hping,184,C
841,NagiosEnterprises/nagioscore,183,C
842,tandasat/HyperPlatform,183,C++
843,zevv/bucklespring,183,C
844,fanout/pushpin,182,C++
845,jergusg/k380-function-keys-conf,182,C
846,google/ml-metadata,182,C++
847,astrand/xclip,182,C
848,sbabic/swupdate,181,C
849,uoaerg/wavemon,181,C
850,RobertBeckebans/RBDOOM-3-BFG,181,C++
851,VcDevel/Vc,181,C++
852,KhronosGroup/Vulkan-Headers,181,C++
853,fraillt/bitsery,181,C++
854,z3t0/Arduino-IRremote,181,C++
855,jorisvink/kore,180,C
856,Snaipe/Criterion,180,C
857,su2code/SU2,180,C++
858,networkprotocol/yojimbo,180,C
859,openstreetmap/osm2pgsql,180,C++
860,tablacus/TablacusExplorer,180,C++
861,jalan/pdftotext,180,C++
862,widelands/widelands,179,C++
863,QuiteRSS/quiterss,179,C++
864,whid-injector/WHID,179,C++
865,eranif/codelite,179,C++
866,FedeDP/Clight,179,C
867,openconnect/openconnect-gui,178,C++
868,TTimo/doom3.gpl,178,C++
869,nginx/unit,178,C
870,mity/md4c,177,C
871,hashcat/hashcat-utils,177,C
872,rockowitz/ddcutil,177,C
873,FDio/vpp,177,C
874,septag/sx,177,C
875,google/woff2,177,C++
876,P-p-H-d/mlib,177,C
877,nfc-tools/libnfc,177,C
878,HandmadeMath/Handmade-Math,177,C++
879,afritz1/OpenTESArena,176,C++
880,vishnubob/python-midi,176,C
881,kzampog/cilantro,176,C++
882,libunwind/libunwind,176,C
883,ue4plugins/StreetMap,176,C++
884,ufna/VaRest,175,C++
885,solusipse/fiche,175,C
886,LemonBoy/bar,175,C
887,linux-nvme/nvme-cli,175,C
888,thrust/thrust,174,C++
889,sparsehash/sparsehash,174,C++
890,nsf/termbox,173,C
891,tumic0/GPXSee,172,C++
892,pellepl/spiffs,172,C
893,csujedihy/proximac,172,C
894,dmsc/emu2,172,C
895,icecc/icecream,172,C++
896,begeekmyfriend/bplustree,171,C
897,arkhipenko/TaskScheduler,171,C++
898,Qalculate/libqalculate,171,C++
899,phusion/passenger,171,C++
900,eulerto/wal2json,171,C
901,haikarainen/light,171,C
902,irungentoo/toxcore,170,C
903,citusdata/cstore_fdw,170,C
904,reo7sp/tgbot-cpp,170,C++
905,adamstark/AudioFile,170,C++
906,google/binexport,170,C++
907,shinh/elvm,170,C
908,witnessmenow/Universal-Arduino-Telegram-Bot,170,C++
909,NytroRST/ShellcodeCompiler,170,C++
910,Arkq/bluez-alsa,170,C
911,ARM-software/armnn,170,C++
912,sysprogs/WinCDEmu,170,C++
913,vlarsson/PoseLib,170,C++
914,Makuna/NeoPixelBus,169,C++
915,freeciv/freeciv,168,C
916,TheOfficialFloW/VitaShell,168,C
917,GarageGames/Torque3D,168,C++
918,ntfreak/openocd,168,C
919,rmtheis/tess-two,168,C
920,JACoders/OpenJK,167,C++
921,Cockatrice/Cockatrice,167,C++
922,RRZE-HPC/likwid,167,C
923,shadowsocks/ChinaDNS,167,C
924,babelouest/ulfius,166,C
925,jhansireddy/AndroidScannerDemo,166,C++
926,Qalculate/qalculate-gtk,166,C++
927,google/packetdrill,166,C
928,lh3/bwa,166,C
929,alibaba/tsar,165,C
930,tqchen/tinyflow,165,C++
931,gansm/finalcut,165,C++
932,arximboldi/ewig,164,C++
933,ObKo/stm32-cmake,164,C
934,mrtazz/restclient-cpp,164,C++
935,sergey-dryabzhinsky/nginx-rtmp-module,164,C
936,nicolasff/webdis,164,C
937,lh3/seqtk,164,C
938,libvirt/libvirt,164,C
939,Siv3D/OpenSiv3D,164,C++
940,greenheartgames/greenworks,163,C++
941,deepmind/launchpad,163,C++
942,agauniyal/rang,163,C++
943,google/fruit,163,C++
944,PixarAnimationStudios/OpenSubdiv,163,C++
945,tpruvot/ccminer,163,C
946,danielfrg/word2vec,163,C
947,carlosmccosta/dynamic_robot_localization,163,C++
948,eyalroz/cuda-api-wrappers,163,C++
949,llvm-mirror/clang,163,C++
950,JiawangBian/GMS-Feature-Matcher,162,C++
951,dmlc/ps-lite,162,C++
952,Sygmei/ObEngine,162,C++
953,ChristopheJacquet/PiFmRds,162,C
954,jkuhlmann/gainput,162,C++
955,romeric/Fastor,162,C++
956,sinpolib/sokit,162,C++
957,simsong/tcpflow,162,C++
958,google/highway,162,C++
959,veyon/veyon,162,C++
960,sheredom/utest.h,161,C
961,wesm/feather,161,C++
962,google/UIforETW,161,C++
963,MerryMage/dynarmic,161,C++
964,vit-vit/CTPL,161,C++
965,etlegacy/etlegacy,160,C
966,vczh/vczh_toys,160,C++
967,logrotate/logrotate,160,C
968,nmrugg/stockfish.js,159,C++
969,Water-Melon/Melon,159,C
970,tomahawk-player/tomahawk,159,C++
971,rst-tu-dortmund/teb_local_planner,159,C++
972,vergoh/vnstat,159,C
973,MagicStack/immutables,158,C
974,mcci-catena/arduino-lmic,158,C
975,ZinggJM/GxEPD,158,C
976,grimfang4/sdl-gpu,158,C
977,imageworks/OpenShadingLanguage,157,C++
978,GENIVI/CANdevStudio,156,C++
979,google/asylo,156,C++
980,artem-ogre/CDT,155,C++
981,cgdb/cgdb,155,C++
982,wiire-a/pixiewps,155,C
983,FrictionalGames/PenumbraOverture,155,C++
984,d99kris/rapidcsv,155,C++
985,ColinIanKing/stress-ng,154,C
986,mitchcurtis/slate,154,C++
987,ARM-software/astc-encoder,154,C++
988,martanne/abduco,154,C
989,cpputest/cpputest,154,C++
990,niessner/Matterport,154,C++
991,libssh2/libssh2,154,C
992,tensorflow/tflite-support,153,C++
993,midwan/amiberry,153,C++
994,fpagliughi/sockpp,153,C++
995,Wunkolo/UWPDumper,152,C++
996,GNOME/glib,152,C
997,PhotoFlare/photoflare,152,C++
998,stephenegriffin/mfcmapi,152,C++
999,JaCzekanski/Avocado,152,C
